id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
1077,1525,Amex,Credit,3.16712E+14,may-22,946,YES,1,"$8,200",feb-06,2016,No
3853,1525,Mastercard,Debit (Prepaid),5.09513E+15,oct-19,88,YES,2,$50,jul-08,2008,No
4726,1525,Mastercard,Debit,5.5012E+15,sep-10,847,YES,1,$297,sep-09,2009,No
5493,69,Mastercard,Credit,5.54269E+15,dic-22,439,YES,1,"$9,300",nov-07,2014,No
2062,69,Mastercard,Debit,5.85973E+15,jun-23,348,YES,2,"$24,425",mar-04,2006,No
252,69,Visa,Credit,4.56584E+15,sep-21,441,YES,2,"$3,900",ene-10,2010,No
2514,69,Visa,Debit,4.95225E+15,abr-20,398,YES,1,"$21,098",abr-06,2009,No
5253,69,Visa,Credit,4.55031E+15,ene-20,957,YES,1,"$10,800",oct-11,2013,No
3294,69,Mastercard,Debit,5.70745E+15,jun-24,39,YES,2,"$6,817",jun-05,2016,No
62,234,Visa,Credit,4.65118E+15,feb-24,460,YES,1,"$12,600",ene-04,2011,No
5370,234,Mastercard,Debit (Prepaid),5.89678E+15,nov-10,903,NO,1,$42,nov-01,2004,No
5861,234,Mastercard,Credit,5.88888E+15,dic-09,88,YES,2,"$6,400",dic-06,2009,No
4799,234,Visa,Credit,4.61839E+15,jul-20,775,YES,1,"$9,800",sep-10,2011,No
2052,234,Visa,Debit,4.08126E+15,jul-23,64,YES,1,"$4,750",mar-03,2011,No
5178,234,Visa,Debit,4.32138E+15,ago-21,682,NO,2,"$6,532",oct-09,2009,No
2355,608,Mastercard,Debit,5.44627E+15,nov-22,233,YES,1,"$1,044",mar-16,2016,No
2278,608,Mastercard,Debit,5.52121E+15,sep-18,672,YES,1,$746,mar-11,2011,No
1655,608,Mastercard,Debit (Prepaid),5.09854E+15,feb-20,816,YES,1,$61,feb-20,2020,No
5494,1064,Mastercard,Debit (Prepaid),5.79103E+15,oct-08,655,YES,2,$58,nov-07,2015,No
4567,374,Visa,Debit,4.34011E+15,may-22,710,YES,1,"$18,771",sep-04,2009,No
5100,374,Visa,Debit,4.89235E+15,ene-23,219,YES,1,"$17,108",oct-07,2007,No
1919,374,Visa,Debit,4.20271E+15,oct-23,579,YES,1,"$12,446",feb-20,2020,No
3791,374,Visa,Credit,4.30076E+15,ene-21,406,YES,1,"$8,200",jul-06,2013,No
2569,374,Mastercard,Debit,5.16684E+15,may-22,983,YES,2,"$7,081",abr-08,2010,No
1358,286,Mastercard,Debit,5.60117E+15,feb-24,29,YES,1,"$23,009",feb-15,2015,No
6092,286,Visa,Debit,4.65738E+15,nov-17,578,YES,2,"$17,973",dic-13,2013,No
4450,286,Mastercard,Debit,5.84369E+15,oct-23,880,YES,1,"$12,254",ago-15,2015,No
4782,286,Mastercard,Debit,5.92823E+15,ago-22,212,YES,1,"$20,799",sep-10,2010,No
2463,1419,Mastercard,Debit,5.80917E+15,mar-21,282,YES,2,"$27,320",abr-04,2008,No
4840,1435,Visa,Debit,4.37257E+15,sep-23,83,YES,2,"$34,818",sep-12,2012,No
2360,1435,Visa,Debit,4.78958E+15,oct-20,216,YES,2,"$38,837",mar-16,2016,No
4294,1435,Mastercard,Credit,5.42716E+15,mar-24,304,YES,2,"$23,500",ago-09,2020,No
1343,1683,Mastercard,Debit,5.689E+15,jun-20,292,YES,1,"$13,014",feb-14,2014,No
5044,1683,Amex,Credit,3.14196E+14,may-23,296,YES,2,"$5,500",oct-06,2017,No
4697,1683,Visa,Debit,4.63594E+15,mar-20,691,YES,2,"$5,949",sep-08,2008,No
4698,727,Visa,Credit,4.37993E+15,nov-23,210,YES,2,"$10,700",sep-08,2010,No
3808,727,Mastercard,Debit,5.21569E+15,abr-22,134,YES,1,"$12,451",jul-07,2008,No
1920,727,Visa,Credit,4.75138E+15,abr-24,254,YES,2,"$6,700",feb-20,2020,No
4295,727,Mastercard,Debit,5.25257E+15,abr-18,920,YES,1,"$19,086",ago-09,2011,No
2665,727,Visa,Credit,4.11664E+15,may-21,923,YES,2,"$9,700",abr-10,2016,No
5896,1150,Mastercard,Credit,5.97402E+15,sep-08,886,YES,2,"$17,200",dic-07,2010,No
4672,1150,Mastercard,Debit,5.77038E+15,jun-15,832,YES,2,"$29,486",sep-08,2008,No
1225,1150,Mastercard,Credit,5.58707E+15,abr-23,335,YES,2,"$9,700",feb-10,2011,No
4856,1150,Mastercard,Debit,5.7684E+15,jul-22,221,YES,2,"$20,111",sep-13,2013,No
2551,1150,Visa,Credit,4.32044E+15,oct-21,613,YES,1,"$13,200",abr-07,2014,No
4484,332,Visa,Debit,4.40015E+15,jul-20,57,YES,1,"$29,728",ago-19,2019,No
5816,332,Mastercard,Credit,5.5168E+15,oct-24,160,NO,1,"$7,900",dic-04,2012,No
1198,332,Visa,Debit,4.67328E+15,jul-23,339,YES,2,"$12,106",feb-09,2009,No
253,332,Visa,Debit,4.68077E+15,ene-13,913,YES,1,"$7,452",ene-10,2018,No
1656,487,Mastercard,Debit,5.45937E+15,jul-21,582,YES,1,"$28,281",feb-20,2020,No
2835,487,Visa,Credit,4.21757E+15,nov-13,636,YES,2,"$11,400",may-02,2014,No
2024,487,Mastercard,Debit,5.51465E+15,ago-24,70,YES,1,"$28,790",mar-01,2009,No
2007,735,Visa,Credit,4.91456E+15,mar-10,700,YES,1,"$15,700",mar-97,2013,No
5431,735,Mastercard,Debit,5.43686E+15,sep-23,303,YES,1,"$34,075",nov-05,2008,No
4651,735,Visa,Credit,4.98698E+15,abr-12,992,YES,2,"$18,600",sep-07,2008,No
1335,137,Amex,Credit,3.15776E+14,may-24,574,YES,2,"$9,700",feb-14,2014,No
5442,137,Visa,Debit,4.5787E+15,sep-22,433,YES,2,"$13,352",nov-05,2012,No
6114,137,Visa,Debit,4.16808E+15,mar-24,528,YES,1,"$28,179",dic-15,2015,No
5897,570,Mastercard,Debit,5.40744E+15,ene-24,334,YES,1,"$19,132",dic-07,2014,No
4063,1121,Visa,Debit,4.94814E+15,oct-19,49,YES,1,"$31,535",jul-17,2017,No
1372,1121,Mastercard,Debit,5.62999E+15,ene-18,537,YES,1,"$51,951",feb-17,2017,No
5511,1121,Visa,Credit,4.32392E+15,sep-20,171,YES,1,"$23,400",nov-07,2008,No
5817,1121,Mastercard,Debit,5.00227E+15,ago-20,143,YES,2,"$4,130",dic-04,2015,No
3777,1121,Mastercard,Credit,5.4584E+15,oct-11,347,YES,1,"$11,500",jul-06,2010,No
4920,860,Visa,Credit,4.64273E+15,sep-20,661,YES,2,"$22,100",sep-18,2018,No
5412,860,Mastercard,Debit,5.51176E+15,nov-10,644,YES,1,"$34,722",nov-04,2010,No
3534,860,Visa,Debit,4.69529E+15,dic-11,601,YES,1,"$21,885",jun-11,2011,No
5782,860,Mastercard,Debit,5.50558E+15,jul-20,828,YES,2,"$39,870",dic-02,2003,No
5733,518,Visa,Credit,4.46455E+15,jul-21,2,YES,2,"$5,900",nov-17,2017,No
3429,1203,Mastercard,Debit (Prepaid),5.64068E+15,mar-23,57,YES,2,$70,jun-09,2009,No
2302,944,Mastercard,Debit,5.86396E+15,mar-23,881,YES,2,"$66,930",mar-12,2012,No
372,944,Mastercard,Debit,5.79552E+15,may-20,134,YES,2,"$72,274",ene-18,2018,No
2828,944,Mastercard,Debit,5.04314E+15,sep-20,288,YES,2,"$130,971",may-02,2010,No
1921,944,Visa,Debit,4.31397E+15,nov-24,601,YES,1,"$52,717",feb-20,2020,No
3500,944,Visa,Credit,4.58242E+15,dic-21,935,NO,1,"$25,500",jun-10,2012,No
5550,944,Visa,Debit,4.0815E+15,oct-17,60,YES,2,"$42,541",nov-08,2012,No
1657,388,Mastercard,Debit,5.68322E+15,abr-22,563,NO,1,"$5,456",feb-20,2020,No
5692,388,Visa,Debit,4.18375E+15,abr-14,371,NO,1,"$12,606",nov-13,2013,No
3975,741,Mastercard,Debit,5.76192E+15,ago-20,174,YES,2,"$20,174",jul-11,2011,No
6007,1737,Mastercard,Debit,5.40667E+15,ene-23,826,YES,1,"$20,090",dic-10,2011,No
1096,1737,Visa,Debit,4.84035E+15,mar-21,40,YES,1,"$11,906",feb-06,2009,No
3618,1737,Mastercard,Debit,5.96772E+15,ene-22,556,YES,1,"$27,888",jun-17,2017,No
5756,1737,Mastercard,Debit,5.37102E+15,abr-24,192,YES,1,"$24,132",dic-98,2008,No
3319,1709,Mastercard,Debit,5.10933E+15,dic-23,947,YES,2,"$13,461",jun-06,2010,No
5478,1018,Amex,Credit,3.02982E+14,ago-09,303,NO,1,"$9,900",nov-07,2009,No
2393,1018,Mastercard,Debit,5.67502E+15,nov-09,920,YES,2,"$4,252",abr-94,2019,No
3022,1018,Visa,Credit,4.29941E+15,dic-20,725,YES,2,"$9,800",may-09,2011,No
4077,1018,Mastercard,Debit,5.60519E+15,jul-19,357,YES,2,"$16,732",jul-19,2019,No
1922,1018,Visa,Debit,4.56489E+15,ene-23,17,YES,1,"$13,609",feb-20,2020,No
5970,1018,Mastercard,Debit,5.56561E+15,may-13,576,YES,2,"$17,804",dic-09,2009,No
3911,275,Visa,Credit,4.34837E+15,may-23,727,YES,2,"$6,200",jul-09,2010,No
63,275,Visa,Debit,4.65121E+15,abr-23,125,YES,1,"$30,891",ene-04,2011,No
2769,275,Mastercard,Debit,5.34856E+15,ene-24,732,YES,1,"$31,873",abr-17,2017,No
3036,275,Amex,Credit,3.25343E+14,jul-24,179,YES,2,"$15,600",may-10,2019,No
3893,1367,Mastercard,Debit (Prepaid),5.00844E+15,dic-22,26,YES,1,$110,jul-09,2012,No
2053,1367,Visa,Debit,4.42229E+15,may-24,81,YES,2,"$17,405",mar-03,2003,No
865,1367,Visa,Debit (Prepaid),4.24962E+15,dic-22,435,YES,2,$58,ene-20,2020,No
4643,1367,Mastercard,Credit,5.55692E+15,oct-11,777,YES,1,"$9,200",sep-07,2007,No
1923,1965,Visa,Credit,4.09216E+15,feb-20,223,YES,2,"$11,200",feb-20,2020,No
4917,284,Mastercard,Debit,5.1319E+15,dic-18,352,YES,1,"$23,206",sep-18,2018,No
4347,284,Visa,Debit,4.77918E+15,abr-20,0,YES,2,"$35,684",ago-10,2012,No
5726,284,Mastercard,Debit (Prepaid),5.79292E+15,nov-16,384,NO,1,$76,nov-16,2016,No
86,284,Visa,Debit,4.52954E+15,jul-23,124,YES,2,"$18,270",ene-05,2011,No
2931,79,Mastercard,Debit,5.14242E+15,dic-20,69,YES,2,"$6,588",may-07,2011,No
2671,79,Amex,Credit,3.52314E+14,mar-21,46,YES,2,"$12,200",abr-11,2011,No
1924,79,Visa,Debit,4.63638E+15,sep-22,747,YES,1,"$23,083",feb-20,2020,No
5569,79,Mastercard,Debit,5.92379E+15,feb-22,585,YES,1,"$21,497",nov-09,2009,No
3320,1515,Mastercard,Debit (Prepaid),5.82379E+15,feb-21,850,YES,3,$29,jun-06,2012,No
5199,1515,Mastercard,Debit,5.30023E+15,jul-22,711,YES,2,"$20,165",oct-10,2012,No
5557,1515,Discover,Credit,6.23735E+15,may-22,959,YES,2,"$16,300",nov-09,2011,No
5558,1515,Discover,Credit,6.375E+15,mar-20,743,YES,1,"$11,100",nov-09,2010,No
2336,1515,Visa,Credit,4.78095E+15,ago-23,540,YES,2,"$7,700",mar-14,2014,No
3712,1934,Mastercard,Credit,5.15007E+15,ene-23,263,YES,2,"$6,000",jul-04,2010,No
1658,9,Mastercard,Debit,5.56435E+15,abr-23,547,YES,1,"$2,049",feb-20,2020,No
1418,9,Amex,Credit,3.26339E+14,dic-22,719,NO,1,"$7,600",feb-20,2020,No
621,9,Mastercard,Debit,5.17212E+15,ene-24,934,YES,1,"$14,670",ene-20,2020,No
4431,1964,Mastercard,Credit,5.12473E+15,ene-17,871,YES,2,"$11,600",ago-14,2014,No
2752,1964,Visa,Debit,4.06645E+15,abr-16,9,YES,1,"$14,960",abr-15,2015,No
2508,1964,Mastercard,Credit,5.53455E+15,sep-21,779,YES,2,"$9,600",abr-06,2015,No
5898,1964,Mastercard,Debit,5.31653E+15,oct-20,61,YES,2,"$17,367",dic-07,2007,No
3321,982,Mastercard,Debit,5.80991E+15,abr-13,820,YES,1,"$21,358",jun-06,2010,No
3824,982,Visa,Credit,4.35483E+15,sep-22,729,YES,1,"$16,900",jul-07,2010,No
3713,982,Mastercard,Credit,5.97426E+15,sep-22,587,YES,2,"$8,500",jul-04,2009,No
4699,982,Visa,Debit,4.79378E+15,abr-13,996,YES,1,"$28,431",sep-08,2008,No
1148,1676,Mastercard,Debit,5.57188E+15,jul-20,838,YES,2,$77,feb-08,2016,No
134,1676,Mastercard,Debit,5.82829E+15,ago-24,192,YES,1,"$17,360",ene-07,2010,No
5158,1676,Mastercard,Debit,5.48067E+15,sep-21,129,YES,2,"$4,055",oct-09,2017,No
1020,1519,Mastercard,Debit,5.05244E+15,sep-23,144,YES,2,"$14,216",feb-03,2010,No
2452,1519,Visa,Debit,4.00966E+15,dic-23,357,NO,2,"$19,037",abr-03,2011,No
4210,1519,Mastercard,Debit,5.19533E+15,ene-20,148,YES,1,"$16,028",ago-07,2011,No
2476,1519,Discover,Credit,6.10649E+15,ago-10,762,YES,1,"$14,200",abr-05,2011,No
4626,1098,Visa,Debit,4.58782E+15,jul-23,49,YES,1,"$12,640",sep-06,2009,No
2253,1098,Mastercard,Debit,5.54746E+15,feb-20,116,YES,2,"$16,868",mar-10,2010,No
1320,1098,Mastercard,Debit,5.74059E+15,nov-22,40,YES,1,"$11,121",feb-13,2013,No
5179,1098,Visa,Credit,4.37457E+15,oct-20,674,YES,1,"$10,000",oct-09,2010,No
2424,554,Visa,Debit (Prepaid),4.35601E+15,jul-20,139,YES,2,$56,abr-01,2011,No
2308,554,Visa,Debit,4.43965E+15,ene-21,327,YES,2,"$27,376",mar-12,2012,No
6070,554,Mastercard,Debit,5.14069E+15,jul-19,960,YES,2,"$32,676",dic-12,2012,No
3912,554,Visa,Debit,4.09659E+15,abr-21,856,NO,1,"$25,658",jul-09,2009,No
4275,554,Visa,Credit,4.7963E+15,may-18,852,NO,2,"$22,800",ago-08,2011,No
1659,596,Mastercard,Credit,5.61092E+15,jun-23,951,YES,2,"$10,700",feb-20,2020,No
2753,596,Visa,Credit,4.73377E+15,feb-21,556,YES,2,"$5,100",abr-15,2015,No
1925,596,Visa,Credit,4.52044E+15,ene-22,108,NO,1,"$7,200",feb-20,2020,No
5985,170,Visa,Debit,4.09874E+15,mar-20,894,YES,1,"$16,740",dic-09,2011,No
866,170,Visa,Debit,4.71176E+15,feb-20,378,YES,1,"$13,841",ene-20,2020,No
4841,170,Visa,Debit,4.96992E+15,dic-22,881,YES,1,"$15,638",sep-12,2012,No
3340,170,Amex,Credit,3.32512E+14,may-22,728,YES,1,"$11,400",jun-07,2007,No
1344,794,Mastercard,Debit,5.51178E+15,sep-22,876,YES,1,"$12,501",feb-14,2014,No
4432,794,Mastercard,Debit (Prepaid),5.87287E+15,ene-23,582,YES,1,$71,ago-14,2014,No
3430,794,Mastercard,Debit,5.79417E+15,ene-11,465,YES,2,"$11,164",jun-09,2010,No
4306,1697,Visa,Debit,4.04891E+15,sep-21,463,YES,2,"$8,365",ago-09,2009,No
3023,1697,Visa,Debit,4.11048E+15,dic-21,951,YES,2,"$17,104",may-09,2010,No
1101,1697,Amex,Credit,3.38367E+14,dic-13,279,YES,1,"$2,100",feb-07,2009,No
73,1697,Mastercard,Debit,5.68383E+15,abr-06,884,YES,1,"$13,634",ene-05,2011,No
2746,1697,Mastercard,Debit (Prepaid),5.8031E+15,sep-20,930,YES,1,$63,abr-15,2015,No
3295,1697,Mastercard,Debit,5.86833E+15,ene-23,32,YES,2,"$18,721",jun-05,2009,No
3268,573,Amex,Credit,3.50866E+14,sep-23,265,YES,2,"$3,400",jun-04,2008,No
1660,1715,Mastercard,Debit,5.72962E+15,nov-21,320,NO,1,"$6,824",feb-20,2020,No
1926,1607,Visa,Credit,4.62021E+15,oct-22,406,YES,1,"$20,700",feb-20,2020,No
2891,1026,Visa,Credit,4.68329E+15,may-18,517,NO,1,"$6,200",may-05,2013,No
983,1026,Visa,Debit (Prepaid),4.76666E+15,abr-21,545,YES,2,$31,feb-00,2014,No
5398,1026,Visa,Credit,4.27471E+15,ago-21,743,YES,1,"$1,000",nov-03,2009,No
2870,1026,Visa,Debit (Prepaid),4.22616E+15,oct-23,756,YES,2,$77,may-04,2007,No
622,1892,Mastercard,Debit (Prepaid),5.11956E+15,jun-23,883,YES,2,$31,ene-20,2020,No
867,1892,Visa,Debit,4.91345E+15,jun-20,688,YES,1,$318,ene-20,2020,No
1927,402,Visa,Debit,4.94657E+15,abr-23,686,NO,1,"$20,709",feb-20,2020,No
2536,402,Mastercard,Debit,5.33208E+15,oct-22,561,YES,2,"$20,230",abr-07,2010,No
2698,402,Mastercard,Debit,5.29924E+15,oct-23,876,YES,2,"$14,749",abr-12,2012,No
970,1628,Mastercard,Debit,5.85507E+15,sep-22,238,YES,3,"$9,171",feb-99,2005,No
6082,1628,Amex,Credit,3.25451E+14,may-18,496,YES,2,"$17,400",dic-13,2013,No
3349,553,Mastercard,Debit,5.82139E+15,oct-23,652,NO,2,"$14,475",jun-07,2009,No
1114,1551,Mastercard,Debit,5.2304E+15,dic-20,954,YES,2,"$15,967",feb-07,2009,No
2389,1551,Visa,Debit,4.90155E+15,ago-24,325,YES,1,"$12,250",mar-19,2019,No
5590,1551,Visa,Debit (Prepaid),4.84186E+15,abr-24,875,YES,2,$63,nov-09,2009,No
2537,1551,Mastercard,Debit (Prepaid),5.93801E+15,ago-23,234,YES,2,$66,abr-07,2010,No
2988,1551,Visa,Credit,4.71939E+15,sep-22,503,YES,1,"$8,500",may-08,2014,No
4001,1672,Mastercard,Debit (Prepaid),5.78414E+15,ene-24,653,NO,1,$65,jul-12,2012,No
1451,1672,Discover,Credit,6.83923E+15,feb-20,968,YES,2,"$16,100",feb-20,2020,No
623,1672,Mastercard,Debit,5.83707E+15,dic-20,507,YES,1,"$3,313",ene-20,2020,No
868,426,Visa,Credit,4.94578E+15,ene-20,709,YES,1,"$10,400",ene-20,2020,No
1661,426,Mastercard,Debit,5.84887E+15,jun-21,553,NO,2,"$2,117",feb-20,2020,No
869,426,Visa,Debit,4.80897E+15,feb-20,997,YES,1,"$11,265",ene-20,2020,No
624,426,Mastercard,Debit,5.71819E+15,feb-21,385,YES,3,"$5,618",ene-20,2020,No
5184,1135,Amex,Credit,3.76535E+14,jun-22,382,YES,2,"$20,800",oct-10,2013,No
1419,1135,Amex,Credit,3.3538E+14,nov-20,42,YES,3,"$11,700",feb-20,2020,No
870,1135,Visa,Debit,4.57312E+15,jun-22,178,YES,1,"$33,028",ene-20,2020,No
6093,1135,Visa,Debit,4.70389E+15,abr-24,233,YES,1,"$19,830",dic-13,2013,No
4037,1135,Mastercard,Debit,5.66375E+15,feb-19,176,YES,1,"$22,482",jul-15,2015,No
4977,1135,Visa,Credit,4.0189E+15,ago-23,755,YES,1,"$22,400",oct-02,2010,No
3081,1135,Visa,Debit (Prepaid),4.85029E+15,oct-24,123,YES,1,$62,may-10,2012,No
3809,1420,Mastercard,Debit,5.50611E+15,ene-08,72,YES,2,"$27,723",jul-07,2010,No
4258,1420,Mastercard,Credit,5.54283E+15,mar-23,210,NO,1,"$31,800",ago-08,2012,No
1180,1420,Mastercard,Debit,5.38368E+15,mar-18,931,YES,1,"$16,028",feb-09,2009,No
3676,1420,Mastercard,Debit,5.08576E+15,ene-21,35,YES,2,"$25,411",jul-02,2013,No
337,1589,Visa,Debit,4.93972E+15,oct-23,395,NO,1,"$11,912",ene-14,2014,No
4913,1589,Mastercard,Debit,5.17454E+15,dic-24,473,YES,2,"$13,064",sep-17,2017,No
5306,1589,Mastercard,Debit,5.69399E+15,oct-16,390,YES,2,"$8,912",oct-15,2015,No
1149,1002,Mastercard,Debit,5.60958E+15,ene-20,292,YES,2,"$15,962",feb-08,2013,No
1069,1411,Visa,Credit,4.04825E+15,nov-20,440,YES,1,"$18,200",feb-05,2014,No
3778,1411,Mastercard,Debit,5.11984E+15,ago-16,162,YES,2,"$3,450",jul-06,2014,No
4700,1411,Visa,Debit,4.69865E+15,may-21,88,YES,1,"$3,450",sep-08,2016,No
5761,1411,Mastercard,Debit,5.63114E+15,nov-23,370,YES,1,"$39,598",dic-99,2006,No
1368,1654,Mastercard,Debit,5.04143E+15,ene-22,748,YES,1,"$36,502",feb-16,2016,No
2915,1654,Visa,Credit,4.75792E+15,oct-23,921,YES,1,"$14,900",may-06,2014,No
5257,1654,Mastercard,Credit,5.87167E+15,sep-20,698,YES,1,"$11,800",oct-12,2012,No
1200,1654,Amex,Credit,3.33081E+14,jun-24,480,YES,1,"$14,000",feb-10,2012,No
4276,1654,Visa,Credit,4.8974E+15,may-22,951,YES,2,"$16,000",ago-08,2009,No
2189,1330,Mastercard,Debit,5.07516E+15,oct-22,30,YES,2,"$32,557",mar-08,2008,No
6045,1330,Mastercard,Debit,5.47144E+15,feb-21,537,NO,1,"$21,820",dic-11,2011,No
4579,1330,Mastercard,Debit,5.72806E+15,jun-24,992,YES,2,"$14,448",sep-05,2011,No
5123,790,Mastercard,Debit,5.11299E+15,ago-22,62,YES,2,"$19,038",oct-08,2010,No
3350,790,Mastercard,Debit,5.42297E+15,mar-12,803,YES,1,"$23,632",jun-07,2009,No
3275,552,Mastercard,Debit,5.11591E+15,dic-22,219,YES,2,"$18,627",jun-04,2010,No
3641,139,Mastercard,Debit (Prepaid),5.02709E+15,ago-21,52,YES,1,$86,jun-19,2019,No
5705,139,Visa,Debit,4.94057E+15,dic-14,702,YES,1,"$18,944",nov-14,2014,No
87,139,Visa,Debit,4.27646E+15,ago-22,264,YES,1,"$20,962",ene-05,2011,No
3276,139,Mastercard,Debit (Prepaid),5.27131E+15,feb-16,888,YES,1,$86,jun-04,2006,No
6104,1280,Amex,Credit,3.60425E+14,oct-21,352,NO,2,"$6,000",dic-15,2015,No
3604,883,Amex,Credit,3.64279E+14,feb-20,191,YES,1,"$12,500",jun-16,2016,No
5302,359,Amex,Credit,3.64647E+14,abr-20,223,YES,1,"$17,200",oct-15,2015,No
2331,359,Mastercard,Debit,5.01258E+15,ene-15,411,YES,1,"$31,163",mar-14,2014,No
3567,359,Mastercard,Debit (Prepaid),5.3172E+15,may-24,412,YES,1,$59,jun-13,2013,No
2489,359,Mastercard,Credit,5.75708E+15,jun-24,544,NO,1,"$13,500",abr-05,2009,No
3024,1921,Visa,Credit,4.29753E+15,may-22,49,YES,2,"$8,900",may-09,2010,No
3810,1921,Mastercard,Credit,5.4544E+15,dic-24,360,YES,1,"$2,900",jul-07,2012,No
1181,1921,Mastercard,Debit (Prepaid),5.40364E+15,abr-20,283,YES,2,$89,feb-09,2009,No
5137,651,Visa,Credit,4.57824E+15,sep-23,285,YES,2,"$5,200",oct-08,2009,No
5570,557,Mastercard,Debit,5.75501E+15,abr-22,497,YES,2,"$6,090",nov-09,2011,No
338,1071,Visa,Debit,4.17764E+15,nov-20,393,YES,1,"$31,072",ene-14,2014,No
1420,1071,Amex,Credit,3.26436E+14,jun-23,879,YES,2,"$11,200",feb-20,2020,No
1662,1071,Mastercard,Debit (Prepaid),5.79988E+15,feb-20,466,YES,1,$38,feb-20,2020,No
74,1175,Mastercard,Debit,5.47944E+15,nov-10,248,YES,2,"$10,670",ene-05,2009,No
5067,1175,Visa,Credit,4.50323E+15,feb-24,728,YES,2,"$5,900",oct-06,2014,No
4904,1175,Amex,Credit,3.54026E+14,sep-17,67,YES,2,"$7,600",sep-17,2017,No
5341,1175,Mastercard,Debit (Prepaid),5.11797E+15,may-22,969,YES,1,$95,oct-19,2019,No
2132,1175,Visa,Credit,4.90983E+15,abr-23,264,NO,1,"$5,100",mar-06,2006,No
4627,1175,Visa,Debit,4.70812E+15,dic-20,26,YES,1,"$1,753",sep-06,2012,No
116,1175,Visa,Debit,4.88755E+15,mar-24,281,YES,2,"$8,427",ene-06,2014,No
5914,1936,Visa,Debit,4.65322E+15,sep-14,624,YES,1,"$27,006",dic-07,2007,No
3006,1936,Mastercard,Debit,5.4542E+15,ago-23,161,YES,1,"$34,348",may-09,2010,No
5531,1936,Mastercard,Debit,5.27888E+15,dic-08,948,YES,1,"$25,659",nov-08,2011,No
2264,1936,Visa,Credit,4.84465E+15,ago-20,174,YES,2,"$14,500",mar-10,2010,No
5551,1936,Visa,Credit,4.34399E+15,sep-24,81,YES,1,"$16,400",nov-08,2008,No
3825,182,Visa,Debit,4.16685E+15,sep-20,285,YES,2,"$9,418",jul-07,2007,No
980,182,Mastercard,Debit,5.0212E+15,jul-00,818,YES,1,"$20,677",feb-00,2011,No
5532,468,Mastercard,Debit,5.40792E+15,ago-21,69,YES,1,"$21,900",nov-08,2011,No
4705,468,Amex,Credit,3.38642E+14,ago-24,678,NO,2,"$13,100",sep-09,2009,No
3450,1651,Visa,Credit,4.27401E+15,jun-22,289,YES,2,"$25,400",jun-09,2012,No
4181,1651,Mastercard,Debit,5.09275E+15,feb-11,356,YES,2,"$21,177",ago-06,2007,No
1663,1714,Mastercard,Credit,5.12147E+15,jun-22,529,YES,1,"$20,700",feb-20,2020,No
1421,1714,Amex,Credit,3.10441E+14,abr-24,394,YES,2,"$12,600",feb-20,2020,No
5533,1839,Mastercard,Debit,5.96011E+15,dic-08,880,NO,2,"$15,122",nov-08,2010,No
339,1585,Visa,Debit,4.91508E+15,ago-23,63,NO,1,"$14,708",ene-14,2014,No
2721,1585,Visa,Debit,4.53513E+15,mar-22,877,YES,2,"$19,197",abr-13,2013,No
6103,1585,Mastercard,Debit,5.32599E+15,abr-22,617,YES,1,"$14,830",dic-14,2014,No
4498,1245,Mastercard,Debit,5.70969E+15,oct-21,320,YES,1,"$6,631",sep-99,2012,No
6008,1245,Mastercard,Debit,5.77487E+15,ago-24,550,YES,1,"$13,910",dic-10,2016,No
4873,1245,Mastercard,Credit,5.35214E+15,may-24,190,YES,2,"$6,900",sep-14,2014,No
5347,1245,Mastercard,Debit,5.15222E+15,oct-20,628,YES,1,"$19,955",nov-94,2007,No
5675,1245,Mastercard,Debit (Prepaid),5.31832E+15,ago-24,577,YES,2,$66,nov-12,2012,No
3451,1245,Visa,Credit,4.11088E+15,abr-24,317,YES,1,"$9,900",jun-09,2009,No
4759,732,Discover,Credit,6.4578E+15,ene-12,285,YES,1,"$9,200",sep-10,2010,No
5200,732,Mastercard,Debit,5.81073E+15,may-22,279,YES,1,"$9,420",oct-10,2012,No
1115,732,Mastercard,Debit (Prepaid),5.4865E+15,may-21,264,NO,2,$49,feb-07,2011,No
5948,732,Visa,Debit,4.02327E+15,abr-20,32,YES,2,"$18,535",dic-08,2008,No
5220,732,Visa,Debit,4.44232E+15,sep-23,130,YES,1,"$10,104",oct-10,2015,No
46,732,Visa,Debit (Prepaid),4.82097E+15,nov-22,662,YES,2,$63,ene-03,2010,No
625,342,Mastercard,Debit,5.5508E+15,sep-22,862,YES,1,"$61,407",ene-20,2020,No
2303,476,Mastercard,Credit,5.18773E+15,dic-14,87,YES,3,"$10,100",mar-12,2012,No
1070,476,Visa,Debit,4.3858E+15,jun-24,806,YES,2,"$31,535",feb-05,2009,No
5684,476,Mastercard,Debit,5.53171E+15,ago-15,158,YES,1,"$21,282",nov-13,2013,No
2666,164,Visa,Credit,4.14175E+15,mar-22,11,YES,1,"$5,100",abr-10,2011,No
3210,164,Mastercard,Debit,5.22018E+15,feb-20,680,YES,1,"$14,103",jun-99,2008,No
3748,164,Visa,Debit,4.98449E+15,jul-22,688,YES,2,"$21,847",jul-05,2011,No
5272,164,Mastercard,Debit,5.17515E+15,sep-20,502,YES,1,"$28,425",oct-13,2013,No
